COUNTRY,INDICATOR,TIME_PERIOD,OBS_VALUE,UNIT,FREQUENCY,SCALE,BOP_ACCOUNTING_ENTRY
Iceland,"Other investment, Total financial assets/liabilities",2004-Q1,391.33929853103,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2004-Q2,764.03934126258,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2004-Q3,508.839007125227,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2004-Q4,1822.84728472847,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2005-Q1,756.8255687974,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2005-Q2,4482.93114208446,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2005-Q3,910.087994971716,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2005-Q4,4693.90360676668,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2006-Q1,3617.04339963834,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2006-Q2,838.876831253391,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2006-Q3,1645.29908564249,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2006-Q4,5207.08644301138,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2007-Q1,2172.59295499022,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2007-Q2,2624.18203216948,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2007-Q3,3721.54926602598,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2007-Q4,8591.8020739773,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2008-Q1,-907.760345892527,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2008-Q2,3933.50267145485,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2008-Q3,-555.693079157878,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2008-Q4,222.394815072713,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2009-Q1,290.153601544534,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2009-Q2,-144.034770010866,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2009-Q3,952.388487360536,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2009-Q4,-8.99104614884388,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2010-Q1,-956.244821730817,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2010-Q2,748.530701557124,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2010-Q3,-457.688955340071,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2010-Q4,-1745.27713212175,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2011-Q1,-20.4336682290448,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2011-Q2,-1042.3106452543,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2011-Q3,-1255.63591729045,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2011-Q4,-1850.57817766239,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2012-Q1,1364.79746598374,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2012-Q2,-2189.64357599854,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2012-Q3,2942.32439804775,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2012-Q4,-192.238266937053,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2013-Q1,231.827766840031,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2013-Q2,-197.170323958651,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2013-Q3,-459.628540205529,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2013-Q4,-421.499278176366,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2014-Q1,-396.002858850696,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2014-Q2,124.158545442866,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2014-Q3,62.8056818070589,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2014-Q4,-2737.6713694465,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2015-Q1,1117.99128444407,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2015-Q2,-284.45907106447,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2015-Q3,818.191258412303,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2015-Q4,-1962.30371280607,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2016-Q1,-4457.72883977919,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2016-Q2,-572.295314747813,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2016-Q3,206.459643652897,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2016-Q4,-247.100138207436,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2017-Q1,-271.273357615589,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2017-Q2,-415.998501489778,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2017-Q3,30.873654384439,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2017-Q4,-61.1672752982771,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2018-Q1,929.028754354607,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2018-Q2,2.36778861864933,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2018-Q3,-18.3706969406254,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2018-Q4,-588.222737152327,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2019-Q1,214.434165968448,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2019-Q2,-364.673839558991,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2019-Q3,-179.155697089663,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2019-Q4,-425.068822984643,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2020-Q1,327.775884436427,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2020-Q2,-224.049391418212,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2020-Q3,50.4743493615277,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2020-Q4,6.21169385679358,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2021-Q1,274.003455997305,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2021-Q2,-134.165001285539,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2021-Q3,245.895193588024,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2021-Q4,-301.927658215107,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2022-Q1,550.135654489596,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2022-Q2,-25.3243213461353,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2022-Q3,842.531710770664,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2022-Q4,-454.133764800686,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2023-Q1,382.82793296769,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2023-Q2,-288.643379433506,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2023-Q3,687.845342445465,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2023-Q4,-994.832016553591,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2024-Q1,705.25467194883,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2024-Q2,-608.515029762616,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2024-Q3,352.276176218366,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Iceland,"Other investment, Total financial assets/liabilities",2024-Q4,430.487836211501,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2005-Q1,16686.2514516123,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2005-Q2,17184.1141461543,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2005-Q3,9037.17633939385,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2005-Q4,-241.2429796875,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2006-Q1,22804.0532799993,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2006-Q2,2027.03035645162,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2006-Q3,9753.46864923059,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2006-Q4,15536.4906539689,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2007-Q1,-6256.737265625,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2007-Q2,21130.7261354836,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2007-Q3,-346.204966153839,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2007-Q4,2227.958815625,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2008-Q1,18556.8015709683,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2008-Q2,30380.3464875,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2008-Q3,-1137.79718181816,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2008-Q4,-25504.9986375,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2009-Q1,-7481.02394285704,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2009-Q2,-10567.4388774192,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2009-Q3,4097.82252272714,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2009-Q4,-19434.9514615388,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2010-Q1,19833.6656253963,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2010-Q2,1705.34756507938,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2010-Q3,-9192.20048484853,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2010-Q4,-18771.2872121212,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2011-Q1,21484.2682265625,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2011-Q2,-5862.73819999998,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2011-Q3,4512.17347878778,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2011-Q4,6.7407734375,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2012-Q1,12275.8581153848,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2012-Q2,896.99467741933,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2012-Q3,-1279.00024153845,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2012-Q4,-14503.51959375,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2013-Q1,-1043.2969354839,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2013-Q2,2164.42600317453,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2013-Q3,-8401.91440909099,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2013-Q4,-5846.7687375,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2014-Q1,205.444761904755,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2014-Q2,2038.78492741941,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2014-Q3,-3898.46928636367,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2014-Q4,-12485.548828125,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2015-Q1,9572.21428571464,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2015-Q2,-6316.62358064496,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2015-Q3,1960.9506,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2015-Q4,-7756.70758769253,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2016-Q1,9395.62449677378,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2016-Q2,-928.231486153858,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2016-Q3,250.124848484851,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2016-Q4,-10899.505546875,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2017-Q1,20645.347541538,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2017-Q2,4255.32642096778,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2017-Q3,-12139.5705000001,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2017-Q4,-5295.88094285708,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2018-Q1,16295.6937857145,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2018-Q2,-1340.42678571431,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2018-Q3,187.227147692302,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2018-Q4,-5925.0722875,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2019-Q1,15123.9323428568,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2019-Q2,3745.2921,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2019-Q3,-3070.07303333326,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2019-Q4,-12209.167725,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2020-Q1,3019.085646875,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2020-Q2,-7384.97351612899,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2020-Q3,9461.1624454545,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2020-Q4,-19722.190264616,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2021-Q1,1132.55676190474,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2021-Q2,-2781.88313333323,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2021-Q3,22062.3924424245,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2021-Q4,16425.6039818188,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2022-Q1,-3130.621090625,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2022-Q2,13138.8750333336,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2022-Q3,18402.2050757575,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2022-Q4,5666.94061875,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2023-Q1,9725.72777846195,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2023-Q2,6685.57793709699,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2023-Q3,6771.17566923101,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2023-Q4,-15365.3745714289,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2024-Q1,6475.63546666666,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2024-Q2,-227.187384126992,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2024-Q3,3601.47474545469,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2024-Q4,-13956.284575,US dollar,Quarterly,Millions,"Liabilities, Net incurrence of liabilities"
Austria,"Other investment, Total financial assets/liabilities",2005-Q1,18457.8133935477,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2005-Q2,10619.0143261541,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2005-Q3,1552.95970303029,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2005-Q4,-576.3686953125,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2006-Q1,28894.9128738452,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2006-Q2,2866.27880322581,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2006-Q3,11455.9293384613,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2006-Q4,30061.3567920647,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2007-Q1,11930.2637890625,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2007-Q2,30215.8328999996,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2007-Q3,3088.36811076916,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2007-Q4,4910.780484375,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2008-Q1,38984.109570969,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2008-Q2,31527.0104625,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2008-Q3,-4540.65356818174,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2008-Q4,-12809.1712359375,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2009-Q1,-1999.89058730156,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2009-Q2,-433.494009677413,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2009-Q3,1364.51053636359,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2009-Q4,-30046.5827538466,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2010-Q1,14426.4955936504,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2010-Q2,7497.42968253972,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2010-Q3,-18925.3464757577,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2010-Q4,-23929.9955212122,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2011-Q1,31194.2545921875,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2011-Q2,-233.128028571428,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2011-Q3,1626.02118787875,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2011-Q4,821.0262046875,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2012-Q1,4220.85030769238,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2012-Q2,3653.33117903215,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
Austria,"Other investment, Total financial assets/liabilities",2012-Q3,-867.669763076913,US dollar,Quarterly,Millions,"Assets, Net acquisition of financial assets"
