COUNTRY,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Assets - Other investment, Debt instruments","Liabilities - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Total financial assets/liabilities","Assets - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Debt securities","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Liabilities - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Debt securities","Assets - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Total financial assets/liabilities"
Luxembourg,2020,4,US dollar,10643668268,28302905881,49171349602,120169000000,53145115856,98105293103,-67024008426,-57171209239,62719627712,98611711354,17759450465,41440502115,115865000000
Luxembourg,2021,1,US dollar,-5200534478,-2130603295,-8289681347,155374000000,130477000000,110494000000,-24897556475,49840504937,1638874928,15189270017,21621858006,65029774954,132115000000
Luxembourg,2021,2,US dollar,21333855516,25455603763,82312929591,174443000000,168855000000,90246619483,-5588150905,-1320454912,-13893966526,-46716176316,64714157580,-48036631228,154961000000
Luxembourg,2021,3,US dollar,-2609470722,-14421767913,30658676967,155670000000,160697000000,34900443220,5027410547,17926021834,-80602892528,-24924453826,45193800305,-6998431992,80094243525
Luxembourg,2021,4,US dollar,9717219493,31124157837,118213000000,200809000000,203972000000,52468466314,3163599088,75911378492,-109430000000,-12041408233,42073809098,63869970259,94542275412
Luxembourg,2022,1,US dollar,20659497656,11085736403,22402702755,-19749536342,-16229378506,-16455119300,3520157837,44811283180,-42587406350,1024352924,-42361665555,45835636104,-58816784855
Luxembourg,2022,2,US dollar,-11909561689,6024778542,55915672704,-6492615099,-7897856155,-11085699943,-1405241056,6978386530,-55288398262,23129220484,-52100554474,30107607013,-63186254417
Luxembourg,2022,3,US dollar,16759982886,-9162982802,32709875137,-47042857617,-39642331142,-48594484432,7400526475,12377433037,-49534025154,12128716565,-40581871863,24506149602,-89176356295
Luxembourg,2022,4,US dollar,-22862151802,-28212817786,-128450000000,47900135158,76274237559,14567814674,28374102401,-771943237,22253076792,-309230000000,83959499678,-310002000000,98527314352
Luxembourg,2023,1,US dollar,10577541911,15610095261,77099627941,50660480946,66822367071,10324910454,16161886125,11067168625,-53273513418,1233277543,3223943199,12300446169,13548853653
Luxembourg,2023,2,US dollar,-17230932698,-8066029612,-59439913709,24044085379,15477439281,-3125450969,-8566646098,28462447699,19365319264,-80780167746,37968209514,-52317720047,34842758545
Luxembourg,2023,3,US dollar,10519385561,9400256421,-32889714279,1263475728,16552233155,-27850520162,15288757427,24122013987,3158473962,1376219845,47561227279,25498233832,19710707117
Luxembourg,2023,4,US dollar,4816172130,3630833283,30188492557,37871931204,50979631851,-50042150675,13107700647,1728044545,-28933729758,-180806000000,72088052767,-179078000000,22045902092
Luxembourg,2024,1,US dollar,7643629224,-3224557998,-38438395601,22383399692,26342652759,-16338729706,3959253067,25686707627,23739252891,63597727876,66420635357,89284435503,50081905650
Luxembourg,2024,2,US dollar,8081580717,-11178501316,30175847237,75267094339,86140924319,-11699920663,10873829980,25109945673,-51960416373,-17220397472,45880428609,7889548200,34180507946
Luxembourg,2024,3,US dollar,14286554752,20897868221,2466541540,18692345834,6728614099,-5385831042,-11963731735,18276446367,24642909741,-21278332328,36757354881,-3001885961,31371523839
Luxembourg,2024,4,US dollar,-14835401313,-20883497916,-5082054439,92265799128,98139056668,-6445638257,5873257540,-15466720463,-49772954027,126461000000,54811740899,110994000000,48366102641
Luxembourg,2025,1,US dollar,31855853171,14175458419,90663852430,93374018387,109602000000,-22945711940,16227538385,6808744990,-40863680332,-35169066076,91683588380,-28360321086,68737876440
Belgium,2002,1,US dollar,14036067548,4185749597,14249957161,-154281032.3,6170364694,1781244645,6324645726,390085564.5,-2272138839,287523741.9,2116981210,677609306.5,3898225855
Belgium,2002,2,US dollar,19313543016,7728173659,17546657040,-254512436.5,8320810921,-361095261.9,8575323357,-1081448151,-6987606786,1830284381,1694299397,748836230.2,1333204135
Belgium,2002,3,US dollar,-786017460.6,-2451508776,1229689394,25577539.39,1084094170,2161302079,1058516630,-1126395485,-755521163.6,2433801248,-1832729073,1307405764,328573006.1
Belgium,2002,4,US dollar,7764047262,-2784223925,10599238675,-83946450,4593070050,-28981512.5,4677016500,-7381291425,-4443165675,13567345300,178885887.5,6186053875,149904375
Belgium,2003,1,US dollar,11881784990,8704223090,18278761176,-269357661.9,12104997714,2131252257,12374355376,4335477905,-5647925795,3715204086,4325819662,8050681990,6457071919
Belgium,2003,2,US dollar,9719993037,3731285498,10072537537,2324519219,10370494502,2686161642,8045975282,3826813685,-6621013158,2869257334,1063319702,6696071019,3749481344
Belgium,2003,3,US dollar,-8828245997,4519288115,-6942022461,119224624.2,-5911741745,2213528873,-6030966370,-593873600,11169997579,3054849806,3044726961,2460976206,5258255833
Belgium,2003,4,US dollar,56520824511,40564633230,54248672384,1013016019,-9918520691,-1515957070,-10931536709,-3061638789,508885981.2,24919956264,-7893677639,21858317475,-9409634709
Belgium,2004,1,US dollar,31214381325,35342223000,40401109800,1285967025,6927225675,3794165100,5641258650,1017276150,2783137575,-809821800,5916198150,207454350,9710363250
Belgium,2004,2,US dollar,9622408197,13121794252,11971393673,666148188.9,1035962825,358973165.1,369814636.5,1810525729,8399731141,1977966232,9076720802,3788491960,9435693967
Belgium,2004,3,US dollar,7269605891,263949381.8,8420718473,909158981.8,1975954400,2800796218,1066795418,-6365334861,4602006352,14489110279,3777164533,8123775418,6577960752
Belgium,2004,4,US dollar,16769902976,8978639533,3887845648,1234092527,-4885760636,1084859467,-6119853164,-6213286036,14746821745,28840911061,8776201642,22627625024,9861061109
