COUNTRY,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Assets - Other investment, Debt instruments","Liabilities - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Total financial assets/liabilities","Assets - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Debt securities","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Liabilities - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Debt securities","Assets - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Total financial assets/liabilities"
Portugal,2003,4,US dollar,-5053190234,-1792990794,-3184104341,6560824403,10045742186,206883553.1,3484917783,-933353960.9,-3463516036,2058134658,6375342597,1124780697,6582226150
Portugal,2004,1,US dollar,8641848375,5657505075,13834455750,-527383950,2169522600,566125425,2696906550,279938400,-759832800,1278468675,843564375,1559656800,1409689800
Portugal,2004,2,US dollar,-1408186678,1987603095,-1191357249,234898547.6,2695912562,595076320.6,2459809406,126483833.3,2557382649,3345196240,4658218890,3471680073,5253295211
Portugal,2004,3,US dollar,-4835406036,-3494885333,-4083883491,904271030.3,446025575.8,59877406.06,-458245454.5,249285527.3,1482271297,1151112582,1869641455,1400398109,1929518861
Portugal,2004,4,US dollar,-812346921.2,-686472078.8,-6677855042,6640222358,8963067388,537239018.2,2322845030,5042779770,-3987766915,-3289615727,4436763776,1754461721,4974002794
Portugal,2005,1,US dollar,1627319297,856276793.5,1243109342,375030877.4,827428264.5,590083548.4,451086090.3,-786778064.5,2878296419,2204289877,3114329839,1417511813,3704413387
Portugal,2005,2,US dollar,-1046537109,3722699994,833703449.2,-50374830.77,5925339469,-464707813.8,5975714300,778291135.4,-3152205035,1433163935,3236582877,2211455071,2773134434
Portugal,2005,3,US dollar,5559180964,6386287545,3431638370,2022629370,6681508479,1467565218,4658879109,-1185763418,-896642090.9,1756686545,4317301170,570923127.3,5784866388
Portugal,2005,4,US dollar,-4799903423,-1474790827,-3287084147,2850945361,7718586961,2198519766,4867641600,562108026.6,7130334.375,-2026203352,5528385919,-1464095325,7726905684
Portugal,2006,1,US dollar,5613545883,14582715360,8945123446,-1288867249,-2313228160,1169839397,-1024360911,-881287027.7,7985686818,1978988332,4502619262,1097701305,5672458658
Portugal,2006,2,US dollar,-3857774719,3797379029,-2659926861,-410187396.8,3348186082,1570287948,3759631723,576275545.2,2422118831,3731950365,4201275208,4308225910,5770304913
Portugal,2006,3,US dollar,2975483315,5699930137,3172999338,4015309605,4253603129,267602353.8,238293524.6,-2052892343,-11291545035,3274943092,-7305544260,1220776452,-7037941906
Portugal,2006,4,US dollar,7492464886,6720537389,9251531719,1203639870,7515661371,1304157975,6312021502,-2183047044,-5580043508,4408620979,631459888.9,2225573935,1935617863
Portugal,2007,1,US dollar,-4878000859,1832199141,-3389175234,916099570.3,798146835.9,1567460781,-117952734.4,800768007.8,4049710547,2394440508,3280396602,3196519102,4847857383
Portugal,2007,2,US dollar,8313971423,6580265042,13667430239,1021889142,17574336219,1376449623,16551098939,-21570219.35,-12241099484,593181032.3,3956787113,571610812.9,5331888597
Portugal,2007,3,US dollar,5011729034,4914187158,9872336852,-2140425942,-343457307.7,1538688738,1796968634,-247289261.5,-2248958451,2112949357,-4131104497,1865660095,-2591041929
Portugal,2007,4,US dollar,136169134.4,6906962050,-4812275153,507012734.4,5885693542,-2059920309,5378680808,4011195033,-3801146900,914071529.7,4144466952,4925266562,2084546642
Portugal,2008,1,US dollar,-1238517868,648462196.8,2788537206,-130291480.6,4455369597,58406525.81,4585661077,-1024360606,-4769866274,2318289794,-371405600,1293929187,-314496677.4
Portugal,2008,2,US dollar,4592904750,-45304162.5,8601542025,1707498262,19729181662,1655945250,18021683400,-428046225,-13470958387,1027935825,4602278025,599889600,6258223275
Portugal,2008,3,US dollar,-3345665523,-7457387614,-2408036364,2949844545,8059396705,-1313884841,5108047136,-138462090.9,-7836653341,1918903977,1536628205,1780441886,222743363.6
Portugal,2008,4,US dollar,-12057938845,-19166969573,-18604204256,4498168683,8581182623,-685334812.5,4084331892,-651068071.9,1273141209,2555508080,10540976597,1904440008,9854323833
Portugal,2009,1,US dollar,2079365067,639704415.9,1188208610,3320990949,13192763575,-1666358346,9871772625,902882200,-8386511863,-2605720.635,6472610057,898973619,4806251711
Portugal,2009,2,US dollar,-1833488815,-2712745532,-4231337755,1187337366,15718929011,1449069598,14530228456,-1376820597,-8083709048,2718198287,6186150365,1341377690,7635219963
Portugal,2009,3,US dollar,-2425796509,-1220049777,-1566183477,1438886373,2751905945,5721218.182,1313019573,-3191009441,6682382836,4165046836,9428567564,974037395.5,9434288782
Portugal,2009,4,US dollar,4354020305,-2379488354,7840488023,-2960319983,10845146298,1915414228,13805466282,1560707889,-10783072689,-1127670568,-1853340618,433037321.5,62073609.23
Portugal,2010,1,US dollar,5057294324,7495361016,4259356444,918250869.8,8739978159,1839267556,7820344381,-412106565.1,5895336533,2609547276,12796047137,2197440711,14635314692
Portugal,2010,2,US dollar,1721867325,-12350426963,4506082314,-2335639959,-18049744273,-438409023.8,-15714104314,1169090730,16748495460,1186881241,-862839788.9,2354701221,-1302519563
Portugal,2010,3,US dollar,-247879563.6,-9578221264,5325537500,-345998557.6,1396904624,-542236545.5,1742903182,-8554427024,-5643133191,3187576264,-3703992021,-5366850761,-4246228567
Portugal,2010,4,US dollar,-4129139879,-1784766382,-3955281358,656044263.6,-3599414697,-649252915.2,-4255458961,-4667014679,-3073764324,2014313961,-6023926106,-2652700718,-6673179021
Portugal,2011,1,US dollar,-3188782505,-3336525323,-1685362525,-5441860491,-5030095783,-626538990.6,411764707.8,4134062947,-6718194286,-72503420.31,-11123119067,4060191537,-11748290069
Portugal,2011,2,US dollar,-569868514.3,-9562566357,3550165719,-863437142.9,-17478845895,-2046346029,-16615408752,-195712419,5954838162,1688019614,-9477661705,1493746257,-11524007733
Portugal,2011,3,US dollar,-4061521212,-8455027636,-1524306570,-2345087030,-10068334497,-1022796994,-7723247467,-671033939.4,7040911903,4457078061,-2006038303,3786044121,-3027422594
Portugal,2011,4,US dollar,4117264416,-12967899939,-144252551.6,-562180504.7,-8210262047,-1598911459,-7649429697,2221758925,350520218.8,4324880238,-6260830369,6546639163,-7859741828
Portugal,2012,1,US dollar,2949351923,-5518565154,-166474530.8,-1011955415,-16543898054,-471896307.7,-15533253462,-1178429946,16187354177,4905099954,115352430.8,3727980831,-356543876.9
Portugal,2012,2,US dollar,5847123876,-5083396979,5529331476,-6654419085,-22441525408,-1189158658,-15787106323,-5152593711,12919286197,5903506398,-8331799132,752194108.1,-9522239211
Portugal,2012,3,US dollar,-4468374255,-6566284720,-3324400432,-2271694466,-7321432468,107521036.9,-5049738002,-2945576314,4560892357,3298145295,-2868061148,352568981.5,-2760540111
Portugal,2012,4,US dollar,-3742258162,-2724353569,45384281.25,-68724768.75,497930400,848037712.5,566655168.7,-1764800194,-1598823394,1517131688,-1948930706,-246371812.5,-1100892994
Portugal,2013,1,US dollar,-1862086935,-3156303387,-1504196468,629940048.4,4867838613,989151145.2,4239219194,-330157258.1,-3119325774,1061785742,759361693.5,731628483.9,1749833468
Portugal,2013,2,US dollar,-4194310137,-3887345676,-1639320841,-1792149956,-2084745867,610010225.4,-292595911.1,-1131196692,977061346,2173569625,-1717694746,1042372933,-1106378289
Portugal,2013,3,US dollar,-14712950512,-18493480952,-13043161061,154928918.2,-9715499767,550858375.8,-9870428685,-3007210027,8751497609,5772095336,-1514860533,2764885309,-964002157.6
Portugal,2013,4,US dollar,352493739.1,849251325,2312304489,766231564.1,1098310608,1117364323,332079043.7,-2836281669,-1483467859,5582738678,-1501160595,2746457009,-385157251.6
Portugal,2014,1,US dollar,1117619505,-1579185403,2307829492,205444761.9,10390026425,1343608743,10184581663,-613595022.2,-1584663930,-419107314.3,7461753752,-1032702337,8805362495
Portugal,2014,2,US dollar,878857524.2,2173150040,810303895.2,806190677.4,-961121879,1166782766,-1767312556,-2277351556,4128299540,5370491298,1999023823,3094510815,3167177661
Portugal,2014,3,US dollar,3113738305,-9480398618,5331398664,1650321068,12856597623,768824272.7,11206276555,-5220051700,-14387618373,5098100264,-2301170582,-123276995.5,-1531020750
Portugal,2014,4,US dollar,-3078268945,3112013672,-2764567969,-741134179.7,-10483361719,572410546.9,-9742227539,-738634570.3,8831119922,2463365039,-2223402539,1724730469,-1652241797
Portugal,2015,1,US dollar,-2070976714,-2703869000,-1908812143,185813571.4,4542860286,1474121000,4355920571,-686947142.9,-4791737857,-10135285.71,-1724124714,-697082428.6,-250003714.3
Portugal,2015,2,US dollar,-784742387.1,1398167774,-232106903.2,-107211283.9,-4616716832,1545168813,-4510610819,-1328535703,6109937910,-869848251.6,-51947735.48,-2198383955,1493221077
Portugal,2015,3,US dollar,-7018958100,-6067385700,-6587637900,-1042727700,1448479950,-1247271300,2491207650,1202805300,-3702906150,877091850,-1007154900,2079897150,-2254426200
Portugal,2015,4,US dollar,-1179606618,-3549772563,135813575.4,20810144.62,-469871160,782023329.2,-490681304.6,-1358135754,2468740314,1267228280,1217941095,-90907473.85,1999964425
Portugal,2016,1,US dollar,-1972574226,-653484087.1,-2110323823,-803355648.4,-6117184094,-3305990.323,-5313828445,-1389617932,4587612571,1838130619,-1525163535,448512687.1,-1529571523
Portugal,2016,2,US dollar,-848055773.8,2229110649,947428487.7,-242785607.7,-1420578114,-512672864.6,-1176663271,-665119641.5,2300252478,1206023391,1392347229,540903749.2,879674364.6
Portugal,2016,3,US dollar,198759924.2,-3429167008,467867462.1,-179777234.8,1877052992,12282916.67,2057946856,265757651.5,-1852487159,1505215606,12282916.67,1770973258,24565833.33
Portugal,2016,4,US dollar,-3658703555,-391657148.4,-4443096797,146736562.5,-9456955664,682972382.8,-9603692227,-1855785938,11432504531,2800942031,1292576484,946235039.1,1975548867
Portugal,2017,1,US dollar,2569354975,836930381.5,1664277591,236384916.9,1046695375,668692467.7,810310458.5,-2939904305,2306350135,3829009735,2684353043,889105430.8,3353045511
Portugal,2017,2,US dollar,-3505877582,-2658339116,-3451873181,119030109.7,4005142765,1252020413,3886112655,-1687362018,3814474163,498163051.6,6567596515,-1190301097,7819616927
Portugal,2017,3,US dollar,-722383730.8,-1542259900,775241076.9,97492438.46,3295949185,802257053.8,3199631354,-1552831369,416985730.8,3763443046,2910677862,2211786285,3712934915
Portugal,2017,4,US dollar,-3157748486,-5421861214,-4038433000,31789414.29,1751949943,1662468629,1720160529,-1999200943,3773521214,2997624029,3861825143,999600471.4,5525471157
Portugal,2018,1,US dollar,-3612660786,3503260714,-233550714.3,-207737214.3,11062928.57,2141291286,218800142.9,-3695018143,7028647286,2897258071,4898418929,-797760071.4,7038481000
Portugal,2018,2,US dollar,843575257.1,3412428724,2126810500,41702166.67,-2433023552,-374128009.5,-2474725719,-1210554324,3842556786,1596597238,1782469752,386042914.3,1409533233
Portugal,2018,3,US dollar,-605871701.5,-355847870.8,1757144225,24420932.31,-1023353354,108149843.1,-1047774286,-1441997908,827985895.4,2466514163,-303517301.5,1023353354,-195367458.5
Portugal,2018,4,US dollar,705392925,437160987.5,3035015838,-116424075,590110262.5,-749908012.5,707675750,-359544937.5,-660877837.5,1430189863,679140437.5,1070644925,-70767575
Portugal,2019,1,US dollar,128342171.4,-2545263771,-2238605486,-80639771.43,6373949257,52245485.71,6454589029,-1787704229,-5318817600,1967156114,1002886171,179451885.7,1053995886
Portugal,2019,2,US dollar,-343852200,482067300,3007021200,-358460300,-2989042000,897836300,-2631705400,-669725200,6152257500,2608107700,2264255500,1939506200,3162091800
Portugal,2019,3,US dollar,1721286873,243515390.9,1530032776,-312455821.2,1852496079,1228696379,2164951900,-2333967148,6097892255,3992985245,6721691955,1659018097,7950388333
Portugal,2019,4,US dollar,-1713800475,1310813800,-536946531.2,-263491287.5,1463594463,2093537919,1728192856,-4397426025,2849691487,2246318581,2219748031,-2151107444,4313285950
Portugal,2020,1,US dollar,1592242394,-200684290.6,2316690630,-298821114.1,4225396712,-35285150,4523115166,-1595550377,-4950947609,752014759.4,-690265746.9,-843535617.2,-725550896.9
Portugal,2020,2,US dollar,-906462819.4,-2649999445,-650935025.8,-315004090.3,-2587218910,352452129,-2272214819,-539692322.6,8250684058,-1104717142,5309911606,-1645510877,5663465148
Portugal,2020,3,US dollar,572766197,-3528941120,446523851.5,918763736.4,5849228673,1276450382,4930464936,-340152986.4,-3964944776,1471658453,607833515.2,1131505467,1884283897
Portugal,2020,4,US dollar,-851729501.5,-860079790.8,-90660283.08,-579748652.3,-4673776172,1676022338,-4094027520,-4076134043,6850815865,3046662671,501017353.8,-1030664271,2177039692
Portugal,2021,1,US dollar,-371093066.7,-1992817962,-565073533.3,873514523.8,6119421057,2888019743,5245906533,-139762323.8,-3373573333,-45784209.52,-142172019,-185546533.3,2745847724
Portugal,2021,2,US dollar,-101290933.3,478720244.4,1082848311,-113349377.8,-5316568156,2498509689,-5204424622,-3844232089,11455522222,2478010333,3639238533,-1366221756,6137748222
Portugal,2021,3,US dollar,1013766697,-438513036.4,2872731908,304130009.1,-7303835412,2268008285,-7607965421,-3109670403,4684545179,4196522606,-4886119720,1086852203,-2618111435
Portugal,2021,4,US dollar,-1080631841,-784458669.7,-1365369755,903385348.5,-2837087405,1937132633,-3740472753,-2131532012,3500332344,2610669305,-1273887694,479137292.4,663244939.4
Portugal,2022,1,US dollar,1199080597,1531099172,3400947025,32528846.88,4158083978,1274233450,4125555131,-496906178.1,-879400550,1136266272,2004449978,639360093.8,3278683428
Portugal,2022,2,US dollar,307684538.1,2328394757,44715400,-147986681,2559424324,166085771.4,2707411005,-2386950638,-2172955510,2889466562,221447695.2,502515923.8,387533466.7
Portugal,2022,3,US dollar,1438946706,1968607985,1392626518,-157085854.5,-2051178755,-129897918.2,-1894092900,-559870097,6273364576,2686570897,4352083739,2126700800,4222185821
Portugal,2022,4,US dollar,1169514487,3505481906,1830810637,330648075,-3456497006,-1729779281,-3787145081,-4189229469,3714688250,6347626625,1987970525,2157376637,258191243.7
Portugal,2023,1,US dollar,-60088344.62,3153565086,1274731311,255375464.6,-1288680391,-424910436.9,-1544055855,43993252.31,4345674923,1800504326,3481904969,1843424572,3056994532
Portugal,2023,2,US dollar,-94715075.81,6474374205,-571556491.9,201405621,-1603624215,1180128071,-1805029835,239509387.1,1581850634,453979156.5,-1201901652,692399864.5,-22862259.68
Portugal,2023,3,US dollar,-614967730.8,-1999461454,-39183784.62,89251953.85,1620684869,-150204507.7,1530344477,-2773341200,533334846.2,5430219485,2304224223,2656878285,2152931277
Portugal,2023,4,US dollar,-571954888.9,-1052526008,934264658.7,246198627,-4099368405,-592381849.2,-4344491929,-3305942262,3054368119,3754260286,-451543333.3,448318023.8,-1045000286
Portugal,2024,1,US dollar,536378927,2221520819,1441925537,-236701631.7,10494134270,995666955.6,10729750114,1317059997,-1676455594,921833419,7822011721,2238893416,8816592889
Portugal,2024,2,US dollar,-962585409.5,-416689657.1,2418307416,-366083936.5,6847923048,2027458978,7215083702,-2299868495,-228264101.6,3640381733,4592199968,1340513238,6620735663
Portugal,2024,3,US dollar,75785836.36,-2536079655,3189595200,-429453072.7,-1557453855,644728781.8,-1129099127,-2688749673,2340574164,3903519745,138391527.3,1214770073,783120309.1
Portugal,2024,4,US dollar,-243535350,-2966217838,-2783566325,-896167362.5,-1905557300,753036937.5,-1009389938,-2800656525,16684307750,4716895200,14026781650,1916238675,14779818588
Portugal,2025,1,US dollar,2008919484,1327002341,8817567500,-111548174.6,12312392857,2832902698,12423941032,2508781587,2886572103,-1906842381,12366062262,601939206.3,15198964960
Ireland,2005,1,US dollar,28464319077,18461747284,41552372181,17806098897,52666923639,12803501703,34860824742,-1264090090,-5347468245,14097751619,34515953690,12833661529,47319455394
Ireland,2005,2,US dollar,13778775586,18000186405,25589154660,27658300834,50757679483,11385971125,23099378649,8897454485,536491947.7,8015894946,39908200306,16913349431,51294171431
Ireland,2005,3,US dollar,21064379570,15078226182,38005425442,17011801303,39314400903,17479031127,22302599600,19191800509,-31631337109,15967548745,-9795967333,35159349255,7683063794
Ireland,2005,4,US dollar,22473625561,-1221663956,28067372878,31083504319,72211272994,17911399950,41127768675,18014789798,-27475555125,8920048303,26824317919,26934838102,44735717869
Ireland,2006,1,US dollar,-11209057243,11954484197,-1478830892,52200325895,62671169994,33939770129,10470844098,5355051052,18119886486,1338161612,46851286351,6693212665,80791056480
Ireland,2006,2,US dollar,16647820389,42489626385,40090155939,18990669876,36658925782,9772777640,17668255906,12114368884,7276422440,-3942077037,34162570582,8172291847,43935348223
Ireland,2006,3,US dollar,12973616974,1840084757,30762802020,46248058229,91363266494,14556293752,45115208265,-6795825491,-3315720594,14885062358,73491252148,8089236868,88047545900
Ireland,2006,4,US dollar,65072585897,61911420371,85586011430,43057832260,88397940976,15756857268,45340108716,10158772049,-34003470670,9788916971,38637613038,19947689021,54394470306
Ireland,2007,1,US dollar,16103169414,47209926641,38236344727,45009452852,77649595625,13653684297,32640142773,-1372183477,1279131875,21231492187,65275043203,19859308711,78928727500
Ireland,2007,2,US dollar,40270251397,NA,64091862397,35753986719,54563217997,9103980706,18809231277,4180578139,23698930377,12184477658,69158167668,16365055797,78262148374
Ireland,2007,3,US dollar,35288177622,24513234965,55475224338,21269624151,44757982509,7803350031,23488358358,1502969178,-31283465414,17421528475,5671167065,18924497654,13474517095
Ireland,2007,4,US dollar,18698629644,NA,39012456998,36336878369,45290723258,-1145848780,8953844889,-8322251883,16653195412,9097257062,63089767450,775005179.7,61943918670
Ireland,2008,1,US dollar,80162207868,68407520148,91115677861,62947258787,101864000000,-4034543090,38916717426,4780349497,-12253389594,18718542719,93645129710,23498892216,89610586619
Ireland,2008,2,US dollar,-20288453737,13121022787,1404429037,28538497950,53541709012,10010657700,25003211062,4806927862,8657781675,12350852025,52188832987,17157779887,62199490687
Ireland,2008,3,US dollar,-10897869568,NA,-11040846727,-80405839205,-111277000000,-28438909455,-30871026182,13960590818,18183684591,4639985068,-64654271341,18600575886,-93093180795
Ireland,2008,4,US dollar,17830566689,NA,24830207438,-19118205366,-61516707131,-9968985619,-42398501766,11364696323,47853503283,-12421693477,-3694218230,-1056997153,-13663203848
Ireland,2009,1,US dollar,-25232495768,-11449536470,-3644100308,-18557942362,-28540458114,-11971983457,-9982515752,1442266371,3035664540,605830047.6,-13532810117,2048096419,-25504793575
Ireland,2009,2,US dollar,-22928834097,-8061898029,-34173777763,10737837466,6841844134,1555398318,-3895993332,-1563577450,21505665084,14111729523,26792110900,12548152073,28347509218
Ireland,2009,3,US dollar,-2394329809,15607483200,-7873826523,20433330736,32211888668,12326364573,11778557932,10737296223,-38004622077,18692650105,-18119097982,29429946327,-5792733409
Ireland,2009,4,US dollar,-18393001592,-4562410278,-26431533988,18217126366,24672781726,11731912145,6455655360,-10075137955,-20932107798,20564099972,-7991238217,10488962017,3740673928
Ireland,2010,1,US dollar,6441585168,-6879966984,20236091835,19754839873,36847581968,9019325562,17092742095,-6288082387,-27412001117,17651436902,416255288.9,11363354514,9435580851
Ireland,2010,2,US dollar,10631101140,-6226678889,12679551419,22703233679,2937975835,5973799481,-19765257844,-3777942110,10889063551,12765962473,7853239905,8988020363,13827039386
Ireland,2010,3,US dollar,-5013105967,-4669689488,-1358173442,53362531270,31143743300,10141114439,-22218787970,1748067339,25278551333,2051461597,46281180194,3799528936,56422294633
Ireland,2010,4,US dollar,-16956638897,-24588756324,3833037085,56491794967,30645280903,13695433355,-25846514064,-12607459327,-128073000000,5279594312,-111123000000,-7327865015,-97427327094
Ireland,2011,1,US dollar,-38190150658,-43508892133,-21113543191,24432284656,3891928883,5247606044,-20540355773,-11221614280,-9659370770,37143639025,-11015047931,25922024745,-5767441887
Ireland,2011,2,US dollar,-1236154176,-27501912062,4900005786,37998429595,35233991676,1839121114,-2764437919,-10608764362,-32155838262,5541827395,1239032300,-5066936967,3078153414
Ireland,2011,3,US dollar,2237721600,17593803539,9167029964,-4555967273,-16595022497,-10476605673,-12039055224,-9354919467,27484137455,-207667345.5,21365720630,-9562586812,10889114958
Ireland,2011,4,US dollar,-3482283558,-18522297252,2800117286,27363495692,18833720984,-5350825955,-8529774708,5962888183,-22857962727,-18778446642,1326584213,-12815558459,-4024241742
Ireland,2012,1,US dollar,-69237674923,-30780747492,-79846166085,37139550238,22080814731,7817748831,-15058735508,-17271404862,58930673069,14196213923,73193738969,-3075190938,81011487800
Ireland,2012,2,US dollar,10979214852,512568387.1,13490799948,12671971950,6098282385,-4774574526,-6573689565,4149241094,-42611091440,12396466442,-31738234529,16545707535,-36512809055
Ireland,2012,3,US dollar,-8160346605,-13467634997,-1072709880,24331010460,32422593611,-1821606405,8091583151,-17790980877,-7895294746,19831380089,26348905269,2040399212,24527298865
Ireland,2012,4,US dollar,-26022050175,-33197953387,-42854431744,35070379162,36116811019,16032321525,1046431856,4760162756,-7981150031,11666353669,12103339463,16426516425,28135660987
Ireland,2013,1,US dollar,NA,NA,NA,43487125466,74825652402,24856615519,31338526935,-6917322808,10897302523,38419343618,60866339405,31502020810,85722954924
Ireland,2013,2,US dollar,NA,NA,NA,1814878388,-12843915512,12605397596,-14658793900,-11349847641,17724389185,5833369731,-7724923923,-5516477910,4880473673
Ireland,2013,3,US dollar,NA,NA,NA,33469943042,11958128962,17604692149,-21511814081,-3254831461,12650806886,7416857809,7004243698,4162026348,24608935848
Ireland,2013,4,US dollar,NA,NA,NA,21036799128,10304385508,35016374184,-10732413620,-2552381306,25071559509,20870759606,359570833.4,18318378300,35375945017
Ireland,2014,1,US dollar,NA,NA,NA,64589367806,71694469451,19080339854,7105101646,1583705188,-17474172705,4969297901,35139956892,6553003089,54220296746
Ireland,2014,2,US dollar,NA,NA,NA,70640675715,76380671073,23676229752,5739995359,-6119919571,-6178464370,25265851302,46525976952,19145931731,70202206703
Ireland,2014,3,US dollar,NA,NA,NA,82732782320,78462493709,28831440451,-4270288611,-3253452233,-20206292558,28281996208,29424760700,25028543975,58256201151
Ireland,2014,4,US dollar,NA,NA,NA,26871550664,41747600918,34625463926,14876050254,-5418028301,5900827852,46386750938,13022964844,40968722637,47648428770
Ireland,2015,1,US dollar,NA,NA,NA,119384000000,138916000000,19653445143,19532610014,45371620029,-81547044871,15828388314,37715650429,61200008343,57369095571
Ireland,2015,2,US dollar,NA,NA,NA,-10043597284,-524451074.2,25712250104,9519146210,-1055865355,16306283641,40254631808,-9930417537,39198766452,15781832567
Ireland,2015,3,US dollar,NA,NA,NA,19766026320,25891995975,8788704900,6125969655,11603069205,-17382426390,4076309385,-279135315,15679378590,8509569585
Ireland,2015,4,US dollar,NA,NA,NA,72781180724,90552168009,5232327519,17770987285,-101263000000,-11727940343,165864000000,73591900147,64600165240,78824227666
Ireland,2016,1,US dollar,NA,NA,NA,14821636214,13838985690,-2429902887,-982650523.5,14225015160,-6076630612,54733314583,10192257965,68958329743,7762355078
Ireland,2016,2,US dollar,NA,NA,NA,54097150335,22310981035,-23699150093,-31786169300,2928107352,4384369304,6524044511,50394500433,9452151863,26695350339
Ireland,2016,3,US dollar,NA,NA,NA,30902590042,22824004087,13066008436,-8078585955,-1853603788,13989460443,-6922651833,23747456095,-8776255621,36813464530
Ireland,2016,4,US dollar,NA,NA,NA,37583441543,31142030133,16999214977,-6441411410,1177992492,25601969637,25460304117,39744784793,26638296609,56743999770
Ireland,2017,1,US dollar,NA,NA,NA,80048344766,99126098277,25502418706,19077753511,-7039265979,-14922915918,10321396014,58700763654,3282130036,84203182360
Ireland,2017,2,US dollar,NA,NA,NA,98516262192,91831839829,29901686108,-6684422363,-26624831274,-43143455170,121943000000,18786698551,95317989273,48688384659
Ireland,2017,3,US dollar,NA,NA,NA,69493549822,62324919075,29690676099,-7168630746,3141605734,11741848335,17609835984,44376091312,20751441718,74066767411
Ireland,2017,4,US dollar,NA,NA,31242871837,68427656159,67729466430,18352970776,-698189728.6,-40268592984,10200634351,-78750032193,59577130006,-119019000000,77930100781
Ireland,2018,1,US dollar,5125946493,NA,-13553808400,64268239714,70703299421,34536250414,6435059707,19020738936,25389175229,64743945643,61556224236,83764684579,96092474650
Ireland,2018,2,US dollar,-1955831617,NA,46647447888,32195264157,32780881726,19224341386,585617569,9220468199,-18705447284,-61499614972,-5148906944,-52279146773,14075434442
Ireland,2018,3,US dollar,-2115666769,NA,11907414013,16242478368,20710811239,14802457393,4468332871,12674231287,9381824452,10392153308,15290178298,23066384596,30092635691
Ireland,2018,4,US dollar,19489732579,NA,-52309793463,-9613318499,-12707345363,-4493741013,-3094026864,-28620119449,30666672061,66944984538,22453067711,38324865089,17959326699
Ireland,2019,1,US dollar,39017496617,NA,60699827497,30771228160,42148932023,17374463429,11377703863,9617826034,6441300503,-104886000000,31215769097,-95268166697,48590232526
Ireland,2019,2,US dollar,NA,NA,45602105770,51637947950,68746055710,6679048060,17108107760,-58332727810,-18837706800,60633615930,43229300850,2300888120,49908348910
Ireland,2019,3,US dollar,NA,NA,NA,113254000000,155384000000,20845251045,42130386512,-3745244473,-8460992295,-11677730534,126078000000,-15422975007,146923000000
Ireland,2019,4,US dollar,NA,NA,NA,88901960402,97753828424,50955007999,8851868022,-77504855112,34692613582,87182292264,81491434007,9677437152,132446000000
Ireland,2020,1,US dollar,NA,NA,NA,-35742423491,-23744921160,-14438903912,11997502330,-54777659255,-90444440205,31762368837,-99750457453,-23015290418,-114189000000
Ireland,2020,2,US dollar,NA,NA,NA,76346417930,111100000000,27884580612,34753872607,-54724360945,66061644523,13764026628,149277000000,-40960334317,177162000000
Ireland,2020,3,US dollar,NA,NA,NA,43328476999,60170141011,29792375290,16841664012,-11784606057,-7697977687,-1638345105,22679788034,-13422951163,52472163324
Ireland,2020,4,US dollar,NA,NA,NA,135088000000,152264000000,77364594694,17175709919,4682365041,24182437612,-8599843589,99081669056,-3917478548,176446000000
Ireland,2021,1,US dollar,NA,NA,20929407990,54070549024,74592116095,89184989488,20521567071,18280189046,20273368462,4771317056,5680495070,23051506102,94865484557
Ireland,2021,2,US dollar,NA,NA,-6390252049,90934538322,117582000000,49597467260,26647232871,3517207076,-5656375120,14227758600,62327928813,17744965676,111925000000
Ireland,2021,3,US dollar,NA,NA,8924683329,59875418720,77603015494,35350044723,17727596774,3781231900,-7378335476,39416545857,34874635294,43197777756,70224680018
Ireland,2021,4,US dollar,NA,NA,-10095731503,134561000000,163799000000,53443019338,29238009627,22477942759,-18701563297,19307174538,91654275585,41785117297,145097000000
Ireland,2022,1,US dollar,NA,NA,82923658138,-12805485330,-6274478057,14703150956,6531007273,17894455171,-44706076787,-6080875334,-65683705800,11813579838,-50980554844
Ireland,2022,2,US dollar,NA,NA,-21087250314,2839427900,14038399830,1514361547,11198971930,23232418396,-26639625411,-25667171926,-14115587128,-2434753530,-12601225581
Ireland,2022,3,US dollar,NA,NA,54954774380,7116794779,502976822.7,-19617002351,-6613817957,-25744357639,-47115787454,25428776185,-26995808280,-315581453.9,-46612810631
Ireland,2022,4,US dollar,NA,NA,-70118414586,104489000000,93540238366,-3822863237,-10948941565,11750967251,-27683612131,-29256639732,69679489472,-17505672482,65856626234
Ireland,2023,1,US dollar,NA,NA,NA,8273199348,16984829010,22760070032,8711629662,14742460750,-25990569660,-32615202353,-31765810682,-17872741603,-9005740649
Ireland,2023,2,US dollar,NA,NA,-14953877451,7627938507,19341471687,15655204484,11713533180,8547872290,94740659764,-110707000000,98426926967,-102159000000,114082000000
Ireland,2023,3,US dollar,NA,NA,-11038289814,49748821386,67254612538,53032749068,17505791152,-22715493005,48792410510,38195591336,63014273980,15480098332,116047000000
