COUNTRY,YEAR,QUARTER,UNIT,"Gross domestic product (GDP), Current prices, US dollar","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Financial account balance, excluding reserves and related items_PGDP",Net (net acquisition of financial assets less net incurrence of liabilities) - Financial derivatives (other than reserves) and employee stock options_PGDP,"Net (net acquisition of financial assets less net incurrence of liabilities) - Other investment, Total financial assets/liabilities_PGDP","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities_PGDP"
Malta,2012.0,3.0,% of GDP (annualized),9616000000.0,-0.0001305954818554,-2.02297275782667e-05,-1.0573949035300016e-05,1.7254675863496533e-06,0.0001192142357261
Malta,2012.0,4.0,% of GDP (annualized),9616000000.0,-0.0001204490302011,4.508968257053348e-05,-9.234417485986892e-06,2.134051538935108e-05,0.0001534326148683
Malta,2013.0,1.0,% of GDP (annualized),10797000000.0,-8.430915801504233e-05,-9.44137351092175e-06,-6.482464840054316e-06,1.301953084709946e-05,6.833071849707541e-05
Malta,2013.0,2.0,% of GDP (annualized),10797000000.0,-0.0001164441396976,-7.398360142967139e-06,-1.6605221548136678e-06,-7.624558299450929e-05,0.0001869518847039
Malta,2013.0,3.0,% of GDP (annualized),10797000000.0,-0.0001269449008083,2.462935752490184e-06,-2.126878627340387e-07,-4.672001031934282e-05,0.0001763405347429
Malta,2013.0,4.0,% of GDP (annualized),10797000000.0,-1.612185503895757e-05,1.562212074325627e-05,3.365332049278733e-06,1.3910525864464657e-05,1.4468117868470397e-05
Malta,2014.0,1.0,% of GDP (annualized),11891000000.0,-4.48092781053069e-05,-5.967493925761981e-06,-2.4259770755579305e-06,-0.0001055909019287,0.0001468586631838
Malta,2014.0,2.0,% of GDP (annualized),11891000000.0,-2.957471008933379e-05,3.999767049275654e-05,1.1960332753777251e-05,-0.0001322509422751,0.0001898629901034
Malta,2014.0,3.0,% of GDP (annualized),11891000000.0,-0.00011518725692,-2.8829928125213275e-05,-3.412519501997715e-05,1.1296042020504516e-05,0.0001091864817942
Malta,2014.0,4.0,% of GDP (annualized),11891000000.0,-0.0001088031969951,1.4324832289126234e-05,-6.104503931544869e-07,-2.144303702642756e-05,0.0001451815167038
Malta,2015.0,1.0,% of GDP (annualized),11342000000.0,-0.0001003673798745,6.065007078617598e-08,-2.937479005315373e-05,8.633774481447286e-05,4.3465075184020554e-05
Malta,2015.0,2.0,% of GDP (annualized),11342000000.0,-5.827797761659873e-05,1.5567606125994236e-05,6.688259493244989e-06,5.622767755807808e-05,1.0929646691269892e-05
Malta,2015.0,3.0,% of GDP (annualized),11342000000.0,-9.257518147469584e-05,-9.779775669194147e-06,-1.6144670743431496e-05,5.601179958843237e-05,4.2928276960500784e-05
Malta,2015.0,4.0,% of GDP (annualized),11342000000.0,-0.0001096577291484,3.329638589292431e-06,3.1836127872822147e-06,1.5933217338730564e-05,9.387053761171135e-05
Malta,2016.0,1.0,% of GDP (annualized),12022000000.0,-7.713993919056657e-05,-8.848973597865702e-07,-3.1870054704116304e-06,4.6310058709954415e-05,3.313198859123717e-05
Malta,2016.0,2.0,% of GDP (annualized),12022000000.0,-8.260772951650289e-05,1.93545346650835e-05,5.198465432706771e-06,1.7337161568104853e-05,7.942663718077474e-05
Malta,2016.0,3.0,% of GDP (annualized),12022000000.0,-6.719572965043952e-05,3.578877930234011e-06,-3.9179533796625794e-07,5.458771443502625e-05,1.657868848361355e-05
Malta,2016.0,4.0,% of GDP (annualized),12022000000.0,-8.617960357963528e-05,6.695265810467266e-06,-1.697026072252953e-06,4.8128356137445954e-05,4.644353932490953e-05
Malta,2017.0,1.0,% of GDP (annualized),14156000000.0,-0.0001161441008881,-3.1951730444496887e-05,7.287194539961152e-07,4.346020241615312e-05,4.000344857347708e-05
Malta,2017.0,2.0,% of GDP (annualized),14156000000.0,-6.136211244155043e-05,1.5869871587107846e-05,1.1619241133361992e-06,6.521256265256322e-05,1.0857808687072256e-05
Malta,2017.0,3.0,% of GDP (annualized),14156000000.0,-5.4918137100876325e-05,2.3537292768491947e-05,1.1848967113700171e-06,4.146640634033978e-05,3.580445872149915e-05
Malta,2017.0,4.0,% of GDP (annualized),14156000000.0,-5.9804141282847555e-05,2.271266536148199e-05,-2.402013240221181e-07,5.9576249444959534e-05,2.2905957562668767e-05
Malta,2018.0,1.0,% of GDP (annualized),16161000000.0,6.885607998090724e-06,1.0867224818124925e-05,2.440021922264387e-07,5.9379850203754027e-05,-5.5641931333811346e-05
Malta,2018.0,2.0,% of GDP (annualized),16161000000.0,-1.895797667518254e-05,1.4985899396843398e-05,3.090605826490051e-06,4.403582473503315e-05,-1.318255448949731e-05
Malta,2018.0,3.0,% of GDP (annualized),16161000000.0,-8.657611626850714e-06,2.515942983193072e-05,2.459211866744647e-06,6.390007594807803e-05,-3.254253418514553e-05
Malta,2018.0,4.0,% of GDP (annualized),16161000000.0,2.4495061150300137e-05,1.0220659965348652e-05,8.164549532825942e-07,2.428459092877916e-05,-3.937544706701318e-05
Malta,2019.0,1.0,% of GDP (annualized),16340000000.0,-4.255041846476549e-06,1.1259290029725214e-05,-1.529913307920926e-05,0.0001302414259276,-9.94279609721954e-05
Malta,2019.0,2.0,% of GDP (annualized),16340000000.0,-2.2518562888616896e-05,2.142787243574049e-05,-9.247074467564264e-06,-1.733413843329254e-05,7.052792330477358e-05
Malta,2019.0,3.0,% of GDP (annualized),16340000000.0,-1.0625106631059443e-05,2.1897235818403877e-05,2.0398223105967427e-05,1.6845995777604317e-05,-4.721604232780578e-06
Malta,2019.0,4.0,% of GDP (annualized),16340000000.0,7.96005328488372e-06,2.9633047093023256e-05,-2.30202215116279e-06,5.990623738372091e-05,-3.593149244186047e-05
Malta,2020.0,1.0,% of GDP (annualized),16397000000.0,3.104128060658962e-05,1.9145158154692925e-05,-1.4821398464658165e-07,5.318757020720252e-06,-1.7066665487970356e-05
Malta,2020.0,2.0,% of GDP (annualized),16397000000.0,4.796214227071408e-05,1.2455228771588724e-05,-1.2281657329133702e-06,-5.531313467648457e-05,2.103411822382918e-05
Malta,2020.0,3.0,% of GDP (annualized),16397000000.0,6.752577788102373e-05,1.3433240163666237e-05,-6.761531570630957e-06,-6.714538469971374e-05,1.9814093400677407e-05
Malta,2020.0,4.0,% of GDP (annualized),16397000000.0,7.226620639085245e-05,2.5978224933830182e-05,-1.1794395229897033e-06,-4.166625471038458e-05,-3.492630928922384e-06
Malta,2021.0,1.0,% of GDP (annualized),19737000000.0,-4.5485943046296194e-05,4.829157696084463e-06,6.794078158257171e-06,0.0001032610021632,-5.973997957908308e-05
Malta,2021.0,2.0,% of GDP (annualized),19737000000.0,-0.0001018703642859,1.5985793716257063e-05,-8.543857247245411e-06,0.0001047682521963,2.163176305303552e-05
Malta,2021.0,3.0,% of GDP (annualized),19737000000.0,-0.0001055200534983,1.3825099951032118e-05,9.44854437366534e-07,0.0001141448663675,4.2447973813220175e-06
Malta,2021.0,4.0,% of GDP (annualized),19737000000.0,-8.637237708718448e-05,1.6238911654929583e-05,-1.1119031017271462e-05,0.0001164765892486,-2.645920570348667e-06
Malta,2022.0,1.0,% of GDP (annualized),19254000000.0,4.351813795185415e-06,-9.060394761478134e-06,2.946649822764101e-06,-1.4871901280253431e-06,-1.4871668251402304e-05
Malta,2022.0,2.0,% of GDP (annualized),19254000000.0,-2.9250901158943385e-05,-8.785289824748997e-07,-5.817047391513061e-08,4.34310047831751e-06,2.4087442172066108e-05
Malta,2022.0,3.0,% of GDP (annualized),19254000000.0,3.5184523596828152e-06,-5.590320614055764e-06,-3.0147105627795394e-06,-3.974916064351814e-06,-2.118937151508844e-06
Malta,2022.0,4.0,% of GDP (annualized),19254000000.0,-9.554099293653264e-06,1.7783548924898735e-06,-5.624672782279005e-07,-2.355260173600289e-05,3.544731118858417e-05
Malta,2023.0,1.0,% of GDP (annualized),22217000000.0,-3.661850231112159e-06,8.683153908615048e-06,-1.5259802150121312e-06,-1.9673534264614557e-05,3.354471180586043e-05
Malta,2023.0,2.0,% of GDP (annualized),22217000000.0,-1.0242609084877198e-05,5.705409239945768e-06,-4.00444931881586e-07,-5.179519003901571e-06,2.1527982260606148e-05
Malta,2023.0,3.0,% of GDP (annualized),22217000000.0,1.4838859825290236e-05,1.2067131221068167e-05,-1.4805153849616725e-06,-1.4768312434345671e-05,1.3414586388109375e-05
Malta,2023.0,4.0,% of GDP (annualized),22217000000.0,-2.030254701854983e-05,1.1175033817233008e-05,-1.6052267411413484e-06,6.888751295125943e-06,2.6194056281798263e-05
Malta,2024.0,1.0,% of GDP (annualized),24315000000.0,-4.043960437250498e-05,3.78871222767316e-06,-5.267865778065005e-06,5.000399949498799e-05,-5.078171167448397e-07
Malta,2024.0,2.0,% of GDP (annualized),24315000000.0,-5.0173838036095545e-05,1.4342948196456443e-05,5.079856885781709e-06,5.164718960260528e-05,7.789739744165e-06
Malta,2024.0,3.0,% of GDP (annualized),24315000000.0,-5.2607833709833354e-05,9.38628002018994e-06,9.892562391341327e-07,6.085994726188723e-05,1.4491022900193142e-07
Malta,2024.0,4.0,% of GDP (annualized),24315000000.0,-4.781794382274316e-05,7.04307419699774e-06,-7.583754285420525e-06,6.33741375920214e-05,-9.291895702241416e-07
Malta,2025.0,1.0,% of GDP (annualized),25750000000.0,7.95823379257227e-06,5.786364882108348e-06,7.212154482971387e-06,1.6146143621513788e-05,-2.5530167014949093e-05
